site,tag,detected,reader,antenna
0HR,3E7.0000001D03,9/8/2022 7:39,1,3
0HR,3E7.0000001D02,9/8/2022 7:39,1,2
0HR,3E7.0000001D01,9/8/2022 7:39,1,1
0HR,3E7.0000001D03,9/8/2022 6:39,1,3
0HR,3E7.0000001D02,9/8/2022 6:39,1,2
0HR,3E7.0000001D01,9/8/2022 6:39,1,1
0HR,3E7.0000001D01,9/8/2022 5:39,1,1
0HR,3E7.0000001D03,9/8/2022 5:39,1,3
0HR,3E7.0000001D02,9/8/2022 5:39,1,2
0HR,3E7.0000001D01,9/8/2022 4:39,1,1
0HR,3E7.0000001D03,9/8/2022 4:39,1,3
0HR,3E7.0000001D02,9/8/2022 4:39,1,2
0HR,3E7.0000001D03,9/8/2022 3:39,1,3
0HR,3E7.0000001D02,9/8/2022 3:39,1,2
0HR,3E7.0000001D01,9/8/2022 3:39,1,1
0HR,3E7.0000001D03,9/8/2022 2:39,1,3
0HR,3E7.0000001D02,9/8/2022 2:39,1,2
0HR,3E7.0000001D01,9/8/2022 2:39,1,1
0HR,3E7.0000001D03,9/8/2022 1:39,1,3
0HR,3E7.0000001D02,9/8/2022 1:39,1,2
0HR,3E7.0000001D01,9/8/2022 1:39,1,1
0HR,3E7.0000001D03,9/8/2022 0:39,1,3
0HR,3E7.0000001D02,9/8/2022 0:39,1,2
0HR,3DD.003DEA20EF,9/8/2022 0:25,1,1
0HR,3DD.003DEA20EF,9/8/2022 0:24,1,2
0HR,3E7.0000001D03,9/7/2022 23:39,1,3
0HR,3E7.0000001D02,9/7/2022 23:39,1,2
0HR,3E7.0000001D01,9/7/2022 23:39,1,1
0HR,3DD.003DEA24BB,9/7/2022 22:39,1,2
0HR,3E7.0000001D03,9/7/2022 22:39,1,3
0HR,3E7.0000001D02,9/7/2022 22:39,1,2
0HR,3E7.0000001D01,9/7/2022 22:39,1,1
0HR,3DD.003DEA20EF,9/7/2022 22:12,1,2
0HR,3DD.003DEA20EF,9/7/2022 22:11,1,2
0HR,3E7.0000001D01,9/7/2022 21:39,1,1
0HR,3E7.0000001D03,9/7/2022 21:39,1,3
0HR,3E7.0000001D02,9/7/2022 21:39,1,2
0HR,3E7.0000001D03,9/7/2022 20:39,1,3
0HR,3E7.0000001D02,9/7/2022 20:39,1,2
0HR,3E7.0000001D01,9/7/2022 20:39,1,1
0HR,3DD.003D5C8D17,9/7/2022 19:59,1,1
0HR,3E7.0000001D03,9/7/2022 19:39,1,3
0HR,3E7.0000001D02,9/7/2022 19:39,1,2
0HR,3E7.0000001D01,9/7/2022 19:39,1,1
0HR,3DD.0077AE0A22,9/7/2022 19:18,1,2
0HR,3DD.0077AE0A22,9/7/2022 19:14,1,2
0HR,3DD.0077AE0A22,9/7/2022 19:10,1,2
0HR,3DD.0077AE0A22,9/7/2022 19:03,1,2
0HR,3E7.0000001D02,9/7/2022 18:39,1,2
0HR,3E7.0000001D01,9/7/2022 18:39,1,1
0HR,3E7.0000001D03,9/7/2022 18:39,1,3
0HR,3DD.003DEA24BB,9/7/2022 18:02,1,3
0HR,3DD.003DEA24BB,9/7/2022 17:58,1,2
0HR,3E7.0000001D02,9/7/2022 17:39,1,2
0HR,3E7.0000001D01,9/7/2022 17:39,1,1
0HR,3E7.0000001D03,9/7/2022 17:39,1,3
0HR,3DD.003DEA24BB,9/7/2022 17:35,1,3
0HR,3E7.0000001D03,9/7/2022 16:39,1,3
0HR,3E7.0000001D02,9/7/2022 16:39,1,2
0HR,3E7.0000001D01,9/7/2022 16:39,1,1
0HR,3E7.0000001D01,9/7/2022 15:39,1,1
0HR,3E7.0000001D03,9/7/2022 15:39,1,3
0HR,3E7.0000001D02,9/7/2022 15:39,1,2
0HR,3E7.0000001D01,9/7/2022 14:39,1,1
0HR,3E7.0000001D03,9/7/2022 14:39,1,3
0HR,3E7.0000001D02,9/7/2022 14:39,1,2
0HR,3E7.0000001D02,9/7/2022 13:39,1,2
0HR,3E7.0000001D01,9/7/2022 13:39,1,1
0HR,3E7.0000001D03,9/7/2022 13:39,1,3
0HR,3E7.0000001D02,9/7/2022 12:39,1,2
0HR,3E7.0000001D01,9/7/2022 12:39,1,1
0HR,3E7.0000001D03,9/7/2022 12:39,1,3
0HR,3E7.0000001D03,9/7/2022 11:39,1,3
0HR,3E7.0000001D02,9/7/2022 11:39,1,2
0HR,3DD.0077AE0A22,9/7/2022 11:31,1,3
0HR,3E7.0000001D01,9/7/2022 10:39,1,1
0HR,3E7.0000001D03,9/7/2022 10:39,1,3
0HR,3E7.0000001D02,9/7/2022 10:39,1,2
0HR,3E7.0000001D02,9/7/2022 9:39,1,2
0HR,3E7.0000001D01,9/7/2022 9:39,1,1
0HR,3E7.0000001D03,9/7/2022 9:39,1,3
0HR,3E7.0000001D02,9/7/2022 8:39,1,2
0HR,3E7.0000001D01,9/7/2022 8:39,1,1
0HR,3E7.0000001D03,9/7/2022 8:39,1,3
0HR,3DD.0077AE0A22,9/7/2022 8:08,1,2
0HR,3E7.0000001D01,9/7/2022 7:39,1,1
0HR,3E7.0000001D03,9/7/2022 7:39,1,3
0HR,3E7.0000001D02,9/7/2022 7:39,1,2
0HR,3E7.0000001D01,9/7/2022 6:39,1,1
0HR,3E7.0000001D03,9/7/2022 6:39,1,3
0HR,3E7.0000001D02,9/7/2022 6:39,1,2
0HR,3E7.0000001D03,9/7/2022 5:39,1,3
0HR,3E7.0000001D02,9/7/2022 5:39,1,2
0HR,3E7.0000001D01,9/7/2022 5:39,1,1
0HR,3E7.0000001D02,9/7/2022 4:39,1,2
0HR,3E7.0000001D01,9/7/2022 4:39,1,1
0HR,3E7.0000001D03,9/7/2022 4:39,1,3
0HR,3E7.0000001D02,9/7/2022 3:39,1,2
0HR,3E7.0000001D01,9/7/2022 3:39,1,1
0HR,3E7.0000001D03,9/7/2022 3:39,1,3
0HR,3E7.0000001D01,9/7/2022 2:39,1,1
0HR,3E7.0000001D03,9/7/2022 2:39,1,3
0HR,3E7.0000001D02,9/7/2022 2:39,1,2
0HR,3E7.0000001D02,9/7/2022 1:39,1,2
0HR,3E7.0000001D01,9/7/2022 1:39,1,1
0HR,3E7.0000001D03,9/7/2022 1:39,1,3
0HR,3E7.0000001D03,9/7/2022 0:39,1,3
0HR,3E7.0000001D02,9/7/2022 0:39,1,2
0HR,3E7.0000001D01,9/7/2022 0:39,1,1
0HR,3E7.0000001D02,9/6/2022 23:39,1,2
0HR,3E7.0000001D01,9/6/2022 23:39,1,1
0HR,3E7.0000001D03,9/6/2022 23:39,1,3
0HR,3E7.0000001D01,9/6/2022 22:39,1,1
0HR,3E7.0000001D03,9/6/2022 22:39,1,3
0HR,3E7.0000001D02,9/6/2022 22:39,1,2
0HR,3DD.003DA41553,9/6/2022 21:43,1,2
0HR,3E7.0000001D02,9/6/2022 21:39,1,2
0HR,3E7.0000001D01,9/6/2022 21:39,1,1
0HR,3E7.0000001D03,9/6/2022 21:39,1,3
0HR,3E7.0000001D03,9/6/2022 20:39,1,3
0HR,3E7.0000001D02,9/6/2022 20:39,1,2
0HR,3E7.0000001D01,9/6/2022 20:39,1,1
0HR,3E7.0000001D01,9/6/2022 19:39,1,1
0HR,3E7.0000001D03,9/6/2022 19:39,1,3
0HR,3E7.0000001D02,9/6/2022 19:39,1,2
0HR,3DD.003D5C8D17,9/6/2022 18:46,1,1
0HR,3E7.0000001D03,9/6/2022 18:39,1,3
0HR,3E7.0000001D02,9/6/2022 18:39,1,2
0HR,3E7.0000001D01,9/6/2022 18:39,1,1
0HR,3DD.003D5C8D17,9/6/2022 18:31,1,1
0HR,3E7.0000001D03,9/6/2022 17:39,1,3
0HR,3E7.0000001D02,9/6/2022 17:39,1,2
0HR,3E7.0000001D01,9/6/2022 17:39,1,1
0HR,3E7.0000001D01,9/6/2022 16:39,1,1
0HR,3E7.0000001D03,9/6/2022 16:39,1,3
0HR,3E7.0000001D02,9/6/2022 16:39,1,2
0HR,3E7.0000001D03,9/6/2022 15:39,1,3
0HR,3E7.0000001D02,9/6/2022 15:39,1,2
0HR,3E7.0000001D01,9/6/2022 15:39,1,1
0HR,3E7.0000001D02,9/6/2022 14:39,1,2
0HR,3E7.0000001D01,9/6/2022 14:39,1,1
0HR,3E7.0000001D03,9/6/2022 14:39,1,3
0HR,3E7.0000001D03,9/6/2022 13:39,1,3
0HR,3E7.0000001D02,9/6/2022 13:39,1,2
0HR,3E7.0000001D01,9/6/2022 13:39,1,1
0HR,3E7.0000001D03,9/6/2022 12:39,1,3
0HR,3E7.0000001D02,9/6/2022 12:39,1,2
0HR,3DD.0077AE0A22,9/6/2022 12:25,1,2
0HR,3E7.0000001D03,9/6/2022 11:39,1,3
0HR,3E7.0000001D02,9/6/2022 11:39,1,2
0HR,3E7.0000001D01,9/6/2022 10:39,1,1
0HR,3E7.0000001D03,9/6/2022 10:39,1,3
0HR,3E7.0000001D02,9/6/2022 10:39,1,2
0HR,3E7.0000001D01,9/6/2022 9:39,1,1
0HR,3E7.0000001D03,9/6/2022 9:39,1,3
0HR,3E7.0000001D02,9/6/2022 9:39,1,2
0HR,3E7.0000001D03,9/6/2022 8:39,1,3
0HR,3E7.0000001D02,9/6/2022 8:39,1,2
0HR,3E7.0000001D01,9/6/2022 8:39,1,1
0HR,3E7.0000001D01,9/6/2022 7:39,1,1
0HR,3E7.0000001D03,9/6/2022 7:39,1,3
0HR,3E7.0000001D02,9/6/2022 7:39,1,2
0HR,3DD.0077AE0A22,9/6/2022 7:04,1,2
0HR,3DD.0077AE0A22,9/6/2022 7:03,1,2
0HR,3DD.0077AE0A22,9/6/2022 7:02,1,3
0HR,3E7.0000001D03,9/6/2022 6:39,1,3
0HR,3E7.0000001D02,9/6/2022 6:39,1,2
0HR,3E7.0000001D01,9/6/2022 6:39,1,1
0HR,3E7.0000001D01,9/6/2022 5:39,1,1
0HR,3E7.0000001D03,9/6/2022 5:39,1,3
0HR,3E7.0000001D02,9/6/2022 5:39,1,2
0HR,3E7.0000001D01,9/6/2022 4:39,1,1
0HR,3E7.0000001D03,9/6/2022 4:39,1,3
0HR,3E7.0000001D02,9/6/2022 4:39,1,2
0HR,3E7.0000001D01,9/6/2022 3:39,1,1
0HR,3E7.0000001D03,9/6/2022 3:39,1,3
0HR,3E7.0000001D02,9/6/2022 3:39,1,2
0HR,3E7.0000001D01,9/6/2022 2:39,1,1
0HR,3E7.0000001D03,9/6/2022 2:39,1,3
0HR,3E7.0000001D02,9/6/2022 2:39,1,2
0HR,3E7.0000001D01,9/6/2022 1:39,1,1
0HR,3E7.0000001D03,9/6/2022 1:39,1,3
0HR,3E7.0000001D02,9/6/2022 1:39,1,2
0HR,3DD.003DA2109C,9/6/2022 0:58,1,2
0HR,3E7.0000001D03,9/6/2022 0:39,1,3
0HR,3E7.0000001D02,9/6/2022 0:39,1,2
0HR,3E7.0000001D01,9/6/2022 0:39,1,1
0HR,3E7.0000001D02,9/5/2022 23:39,1,2
0HR,3E7.0000001D01,9/5/2022 23:39,1,1
0HR,3E7.0000001D03,9/5/2022 23:39,1,3
0HR,3E7.0000001D03,9/5/2022 22:39,1,3
0HR,3E7.0000001D02,9/5/2022 22:39,1,2
0HR,3E7.0000001D01,9/5/2022 22:39,1,1
0HR,3E7.0000001D01,9/5/2022 21:39,1,1
0HR,3E7.0000001D03,9/5/2022 21:39,1,3
0HR,3E7.0000001D02,9/5/2022 21:39,1,2
0HR,3E7.0000001D01,9/5/2022 20:39,1,1
0HR,3E7.0000001D03,9/5/2022 20:39,1,3
0HR,3E7.0000001D02,9/5/2022 20:39,1,2
0HR,3E7.0000001D02,9/5/2022 19:39,1,2
0HR,3E7.0000001D01,9/5/2022 19:39,1,1
0HR,3E7.0000001D03,9/5/2022 19:39,1,3
0HR,3E7.0000001D02,9/5/2022 18:39,1,2
0HR,3E7.0000001D01,9/5/2022 18:39,1,1
0HR,3E7.0000001D03,9/5/2022 18:39,1,3
0HR,3E7.0000001D01,9/5/2022 17:39,1,1
0HR,3E7.0000001D02,9/5/2022 17:39,1,2
0HR,3E7.0000001D03,9/5/2022 16:39,1,3
0HR,3E7.0000001D02,9/5/2022 16:39,1,2
0HR,3E7.0000001D01,9/5/2022 16:39,1,1
0HR,3E7.0000001D02,9/5/2022 15:39,1,2
0HR,3E7.0000001D01,9/5/2022 15:39,1,1
0HR,3E7.0000001D03,9/5/2022 15:39,1,3
0HR,3E7.0000001D01,9/5/2022 14:39,1,1
0HR,3E7.0000001D03,9/5/2022 14:39,1,3
0HR,3E7.0000001D02,9/5/2022 14:39,1,2
0HR,3E7.0000001D02,9/5/2022 13:39,1,2
0HR,3E7.0000001D01,9/5/2022 13:39,1,1
0HR,3E7.0000001D03,9/5/2022 13:39,1,3
0HR,3E7.0000001D01,9/5/2022 12:39,1,1
0HR,3E7.0000001D03,9/5/2022 12:39,1,3
0HR,3E7.0000001D02,9/5/2022 12:39,1,2
0HR,3E7.0000001D02,9/5/2022 11:39,1,2
0HR,3E7.0000001D01,9/5/2022 11:39,1,1
0HR,3E7.0000001D03,9/5/2022 11:39,1,3
0HR,3E7.0000001D01,9/5/2022 10:39,1,1
0HR,3E7.0000001D03,9/5/2022 10:39,1,3
0HR,3E7.0000001D02,9/5/2022 10:39,1,2
0HR,3E7.0000001D02,9/5/2022 9:39,1,2
0HR,3E7.0000001D01,9/5/2022 9:39,1,1
0HR,3E7.0000001D03,9/5/2022 9:39,1,3
0HR,3E7.0000001D03,9/5/2022 8:39,1,3
0HR,3E7.0000001D02,9/5/2022 8:39,1,2
0HR,3E7.0000001D01,9/5/2022 8:39,1,1
0HR,3E7.0000001D03,9/5/2022 7:39,1,3
0HR,3E7.0000001D02,9/5/2022 7:39,1,2
0HR,3E7.0000001D01,9/5/2022 7:39,1,1
0HR,3E7.0000001D02,9/5/2022 6:39,1,2
0HR,3E7.0000001D01,9/5/2022 6:39,1,1
0HR,3E7.0000001D03,9/5/2022 6:39,1,3
0HR,3E7.0000001D03,9/5/2022 5:39,1,3
0HR,3E7.0000001D02,9/5/2022 5:39,1,2
0HR,3E7.0000001D01,9/5/2022 5:39,1,1
0HR,3E7.0000001D02,9/5/2022 4:39,1,2
0HR,3E7.0000001D01,9/5/2022 4:39,1,1
0HR,3E7.0000001D03,9/5/2022 4:39,1,3
0HR,3E7.0000001D03,9/5/2022 3:39,1,3
0HR,3E7.0000001D01,9/5/2022 3:39,1,1
0HR,3E7.0000001D02,9/5/2022 2:39,1,2
0HR,3E7.0000001D01,9/5/2022 2:39,1,1
0HR,3E7.0000001D03,9/5/2022 2:39,1,3
0HR,3E7.0000001D01,9/5/2022 1:39,1,1
0HR,3E7.0000001D03,9/5/2022 1:39,1,3
0HR,3E7.0000001D02,9/5/2022 1:39,1,2
0HR,3E7.0000001D03,9/5/2022 0:39,1,3
0HR,3E7.0000001D02,9/5/2022 0:39,1,2
0HR,3E7.0000001D01,9/5/2022 0:39,1,1
0HR,3DD.003E04B187,9/5/2022 0:03,1,2
0HR,3E7.0000001D02,9/4/2022 23:39,1,2
0HR,3E7.0000001D01,9/4/2022 23:39,1,1
0HR,3E7.0000001D03,9/4/2022 23:39,1,3
0HR,3E7.0000001D02,9/4/2022 22:39,1,2
0HR,3E7.0000001D01,9/4/2022 22:39,1,1
0HR,3E7.0000001D03,9/4/2022 22:39,1,3
0HR,3E7.0000001D02,9/4/2022 21:39,1,2
0HR,3E7.0000001D01,9/4/2022 21:39,1,1
0HR,3E7.0000001D03,9/4/2022 21:39,1,3
0HR,3DD.003DE671EB,9/4/2022 21:12,1,3
0HR,3E7.0000001D02,9/4/2022 20:39,1,2
0HR,3E7.0000001D01,9/4/2022 20:39,1,1
0HR,3E7.0000001D03,9/4/2022 20:39,1,3
0HR,3E7.0000001D02,9/4/2022 19:39,1,2
0HR,3E7.0000001D01,9/4/2022 19:39,1,1
0HR,3E7.0000001D03,9/4/2022 19:39,1,3
0HR,3E7.0000001D02,9/4/2022 18:39,1,2
0HR,3E7.0000001D01,9/4/2022 18:39,1,1
0HR,3E7.0000001D03,9/4/2022 18:39,1,3
0HR,3E7.0000001D03,9/4/2022 17:39,1,3
0HR,3E7.0000001D02,9/4/2022 17:39,1,2
0HR,3E7.0000001D03,9/4/2022 16:39,1,3
0HR,3E7.0000001D02,9/4/2022 16:39,1,2
0HR,3E7.0000001D01,9/4/2022 16:39,1,1
0HR,3E7.0000001D02,9/4/2022 15:39,1,2
0HR,3E7.0000001D01,9/4/2022 15:39,1,1
0HR,3E7.0000001D03,9/4/2022 15:39,1,3
0HR,3DD.0077AE0A22,9/4/2022 14:59,1,2
0HR,3DD.0077AE0A22,9/4/2022 14:54,1,2
0HR,3E7.0000001D01,9/4/2022 14:39,1,1
0HR,3E7.0000001D03,9/4/2022 14:39,1,3
0HR,3E7.0000001D02,9/4/2022 14:39,1,2
0HR,3E7.0000001D02,9/4/2022 13:39,1,2
0HR,3E7.0000001D01,9/4/2022 13:39,1,1
0HR,3E7.0000001D03,9/4/2022 12:39,1,3
0HR,3E7.0000001D02,9/4/2022 12:39,1,2
0HR,3E7.0000001D01,9/4/2022 12:39,1,1
0HR,3E7.0000001D01,9/4/2022 11:39,1,1
0HR,3E7.0000001D03,9/4/2022 11:39,1,3
0HR,3E7.0000001D02,9/4/2022 11:39,1,2
0HR,3DD.0077AE0A22,9/4/2022 11:08,1,2
0HR,3E7.0000001D01,9/4/2022 10:39,1,1
0HR,3E7.0000001D03,9/4/2022 10:39,1,3
0HR,3E7.0000001D02,9/4/2022 10:39,1,2
0HR,3E7.0000001D03,9/4/2022 9:39,1,3
0HR,3E7.0000001D02,9/4/2022 9:39,1,2
0HR,3E7.0000001D01,9/4/2022 9:39,1,1
0HR,3DD.0077AE0A22,9/4/2022 9:22,1,2
0HR,3E7.0000001D01,9/4/2022 8:39,1,1
0HR,3E7.0000001D03,9/4/2022 8:39,1,3
0HR,3E7.0000001D02,9/4/2022 8:39,1,2
0HR,3E7.0000001D02,9/4/2022 7:39,1,2
0HR,3E7.0000001D01,9/4/2022 7:39,1,1
0HR,3E7.0000001D03,9/4/2022 7:39,1,3
0HR,3E7.0000001D02,9/4/2022 6:39,1,2
0HR,3E7.0000001D01,9/4/2022 6:39,1,1
0HR,3E7.0000001D03,9/4/2022 6:39,1,3
0HR,3DD.0077AE0A22,9/4/2022 5:46,1,2
0HR,3E7.0000001D02,9/4/2022 5:39,1,2
0HR,3E7.0000001D01,9/4/2022 5:39,1,1
0HR,3E7.0000001D03,9/4/2022 5:39,1,3
0HR,3DD.0077AE0A22,9/4/2022 5:28,1,2
0HR,3DD.0077AE0A22,9/4/2022 5:08,1,3
0HR,3DD.0077AE0A22,9/4/2022 4:46,1,3
0HR,3DD.0077AE0A22,9/4/2022 4:46,1,2
0HR,3DD.0077AE0A22,9/4/2022 4:41,1,2
0HR,3DD.0077AE0A22,9/4/2022 4:41,1,3
0HR,3DD.0077AE0A22,9/4/2022 4:39,1,2
0HR,3E7.0000001D03,9/4/2022 4:39,1,3
0HR,3E7.0000001D02,9/4/2022 4:39,1,2
0HR,3E7.0000001D01,9/4/2022 4:39,1,1
0HR,3DD.0077AE0A22,9/4/2022 4:35,1,2
0HR,3DD.0077AE0A22,9/4/2022 4:34,1,3
0HR,3DD.0077AE0A22,9/4/2022 3:58,1,2
0HR,3E7.0000001D03,9/4/2022 3:39,1,3
0HR,3E7.0000001D02,9/4/2022 3:39,1,2
0HR,3E7.0000001D01,9/4/2022 3:39,1,1
0HR,3E7.0000001D03,9/4/2022 2:39,1,3
0HR,3E7.0000001D02,9/4/2022 2:39,1,2
0HR,3E7.0000001D01,9/4/2022 2:39,1,1
0HR,3D9.1C2DEF6E10,9/4/2022 2:30,1,3
0HR,3E7.0000001D03,9/4/2022 1:39,1,3
0HR,3E7.0000001D02,9/4/2022 1:39,1,2
0HR,3E7.0000001D01,9/4/2022 1:39,1,1
0HR,3E7.0000001D01,9/4/2022 0:39,1,1
0HR,3E7.0000001D03,9/4/2022 0:39,1,3
0HR,3E7.0000001D02,9/4/2022 0:39,1,2
0HR,3E7.0000001D02,9/3/2022 23:39,1,2
0HR,3E7.0000001D01,9/3/2022 23:39,1,1
0HR,3E7.0000001D03,9/3/2022 23:39,1,3
0HR,3DD.003DA415B9,9/3/2022 22:41,1,3
0HR,3E7.0000001D03,9/3/2022 22:39,1,3
0HR,3E7.0000001D02,9/3/2022 22:39,1,2
0HR,3E7.0000001D01,9/3/2022 22:39,1,1
0HR,3DD.003DE66268,9/3/2022 21:39,1,3
0HR,3E7.0000001D01,9/3/2022 21:39,1,1
0HR,3E7.0000001D03,9/3/2022 21:39,1,3
0HR,3E7.0000001D02,9/3/2022 21:39,1,2
0HR,3DD.003DE66268,9/3/2022 21:22,1,1
0HR,3DD.003DE66268,9/3/2022 21:20,1,2
0HR,3DD.003DE66268,9/3/2022 21:19,1,2
0HR,3DD.003DE66268,9/3/2022 21:18,1,1
0HR,3DD.003DE66268,9/3/2022 21:11,1,3
0HR,3DD.003DE66268,9/3/2022 21:03,1,2
0HR,3E7.0000001D03,9/3/2022 20:39,1,3
0HR,3E7.0000001D02,9/3/2022 20:39,1,2
0HR,3E7.0000001D01,9/3/2022 20:39,1,1
0HR,3DD.003DE66268,9/3/2022 20:38,1,2
0HR,3DD.003DE66268,9/3/2022 20:36,1,2
0HR,3DD.003DE66268,9/3/2022 20:18,1,2
0HR,3DD.003DEA2CBA,9/3/2022 20:09,1,2
0HR,3DD.003DEA2CBA,9/3/2022 20:08,1,2
0HR,3DD.003DEA2CBA,9/3/2022 20:06,1,2
0HR,3E7.0000001D03,9/3/2022 19:39,1,3
0HR,3E7.0000001D02,9/3/2022 19:39,1,2
0HR,3E7.0000001D01,9/3/2022 19:39,1,1
0HR,3DD.003DE66268,9/3/2022 19:28,1,2
0HR,3DD.003DE66268,9/3/2022 19:07,1,2
0HR,3DD.003DE66268,9/3/2022 18:46,1,1
0HR,3DD.003DE66268,9/3/2022 18:42,1,1
0HR,3E7.0000001D02,9/3/2022 18:39,1,2
0HR,3E7.0000001D03,9/3/2022 18:39,1,3
0HR,3DD.003DE66268,9/3/2022 18:38,1,1
0HR,3DD.003DE66268,9/3/2022 18:32,1,1
0HR,3DD.003DE66268,9/3/2022 18:29,1,2
0HR,3DD.003DE66268,9/3/2022 18:27,1,2
0HR,3DD.003DE66268,9/3/2022 18:25,1,2
0HR,3DD.003DE66268,9/3/2022 18:23,1,2
0HR,3DD.003DE66268,9/3/2022 18:10,1,2
0HR,3DD.003DE66268,9/3/2022 18:09,1,2
0HR,3DD.003DE66268,9/3/2022 18:08,1,2
0HR,3DD.003DE66268,9/3/2022 18:07,1,2
0HR,3DD.003DE66268,9/3/2022 17:53,1,1
0HR,3DD.003DE66268,9/3/2022 17:52,1,2
0HR,3DD.003DE66268,9/3/2022 17:39,1,2
0HR,3E7.0000001D03,9/3/2022 17:39,1,3
0HR,3E7.0000001D02,9/3/2022 17:39,1,2
0HR,3E7.0000001D01,9/3/2022 17:39,1,1
0HR,3DD.003DE66268,9/3/2022 17:13,1,2
0HR,3DD.003DE66268,9/3/2022 17:06,1,2
0HR,3DD.003DE66268,9/3/2022 16:42,1,2
0HR,3DD.003DE66268,9/3/2022 16:41,1,2
0HR,3DD.003DE66268,9/3/2022 16:40,1,2
0HR,3DD.003DE66268,9/3/2022 16:39,1,1
0HR,3DD.003DE66268,9/3/2022 16:39,1,2
0HR,3E7.0000001D01,9/3/2022 16:39,1,1
0HR,3E7.0000001D03,9/3/2022 16:39,1,3
0HR,3E7.0000001D02,9/3/2022 16:39,1,2
0HR,3DD.003DE66268,9/3/2022 16:24,1,1
0HR,3DD.003DE66268,9/3/2022 16:23,1,2
0HR,3DD.003DE66268,9/3/2022 16:22,1,2
0HR,3DD.003DE66268,9/3/2022 16:20,1,2
0HR,3DD.003DE66268,9/3/2022 16:19,1,2
0HR,3DD.003DE66268,9/3/2022 16:18,1,2
0HR,3DD.003DE66268,9/3/2022 16:17,1,2
0HR,3DD.003DE66268,9/3/2022 16:16,1,2
0HR,3DD.003DE66268,9/3/2022 16:13,1,2
0HR,3DD.003DEA2CBA,9/3/2022 16:12,1,3
0HR,3DD.003DE66268,9/3/2022 16:02,1,2
0HR,3DD.003DE66268,9/3/2022 15:59,1,2
0HR,3E7.0000001D01,9/3/2022 15:39,1,1
0HR,3E7.0000001D03,9/3/2022 15:39,1,3
0HR,3E7.0000001D02,9/3/2022 15:39,1,2
0HR,3E7.0000001D02,9/3/2022 14:39,1,2
0HR,3E7.0000001D01,9/3/2022 14:39,1,1
0HR,3E7.0000001D03,9/3/2022 14:39,1,3
0HR,3E7.0000001D02,9/3/2022 13:39,1,2
0HR,3E7.0000001D01,9/3/2022 13:39,1,1
0HR,3E7.0000001D03,9/3/2022 13:39,1,3
0HR,3DD.003DE672F2,9/3/2022 13:23,1,1
0HR,3DD.003DE672F2,9/3/2022 13:23,1,2
0HR,3DD.003DE672F2,9/3/2022 13:21,1,2
0HR,3DD.003DE672F2,9/3/2022 12:53,1,2
0HR,3DD.003DE672F2,9/3/2022 12:48,1,2
0HR,3DD.003DE672F2,9/3/2022 12:42,1,2
0HR,3E7.0000001D02,9/3/2022 12:39,1,2
0HR,3E7.0000001D01,9/3/2022 12:39,1,1
0HR,3E7.0000001D03,9/3/2022 12:39,1,3
0HR,3E7.0000001D02,9/3/2022 11:39,1,2
0HR,3E7.0000001D03,9/3/2022 11:39,1,3
0HR,3E7.0000001D02,9/3/2022 10:39,1,2
0HR,3E7.0000001D01,9/3/2022 10:39,1,1
0HR,3E7.0000001D03,9/3/2022 10:39,1,3
0HR,3E7.0000001D01,9/3/2022 9:39,1,1
0HR,3E7.0000001D03,9/3/2022 9:39,1,3
0HR,3E7.0000001D02,9/3/2022 9:39,1,2
0HR,3E7.0000001D01,9/3/2022 8:39,1,1
0HR,3E7.0000001D03,9/3/2022 8:39,1,3
0HR,3E7.0000001D02,9/3/2022 8:39,1,2
0HR,3E7.0000001D03,9/3/2022 7:39,1,3
0HR,3E7.0000001D02,9/3/2022 7:39,1,2
0HR,3E7.0000001D01,9/3/2022 7:39,1,1
0HR,3E7.0000001D01,9/3/2022 6:39,1,1
0HR,3E7.0000001D03,9/3/2022 6:39,1,3
0HR,3E7.0000001D02,9/3/2022 6:39,1,2
0HR,3DD.003DE66268,9/3/2022 5:41,1,2
0HR,3E7.0000001D01,9/3/2022 5:39,1,1
0HR,3E7.0000001D03,9/3/2022 5:39,1,3
0HR,3E7.0000001D02,9/3/2022 5:39,1,2
0HR,3E7.0000001D03,9/3/2022 4:39,1,3
0HR,3E7.0000001D02,9/3/2022 4:39,1,2
0HR,3E7.0000001D01,9/3/2022 4:39,1,1
0HR,3DD.003DE66268,9/3/2022 4:00,1,2
0HR,3E7.0000001D02,9/3/2022 3:39,1,2
0HR,3E7.0000001D01,9/3/2022 3:39,1,1
0HR,3E7.0000001D03,9/3/2022 3:39,1,3
0HR,3DD.003DE66268,9/3/2022 3:27,1,2
0HR,3DD.003DE66268,9/3/2022 3:15,1,2
0HR,3E7.0000001D02,9/3/2022 2:39,1,2
0HR,3E7.0000001D01,9/3/2022 2:39,1,1
0HR,3E7.0000001D03,9/3/2022 2:39,1,3
0HR,3DD.003DEA2CBA,9/3/2022 2:34,1,2
0HR,3DD.003DEA2CBA,9/3/2022 2:28,1,2
0HR,3DD.003DEA2CBA,9/3/2022 2:27,1,2
0HR,3DD.003DEA2CBA,9/3/2022 2:22,1,2
0HR,3E7.0000001D02,9/3/2022 1:39,1,2
0HR,3E7.0000001D01,9/3/2022 1:39,1,1
0HR,3E7.0000001D03,9/3/2022 1:39,1,3
0HR,3DD.003DEA2CBA,9/3/2022 1:25,1,2
0HR,3DD.003DEA2CBA,9/3/2022 1:09,1,2
